date,LTD,strike,c_or_p,open,high,low,close,Final_p,volume,OI,weekdays
2017/10/27,Dec-17,10400,call,416,437,374,382,382,90,6666,Friday
2017/10/27,Dec-17,10400,put,68,88,64,84,84,2239,5146,Friday
2017/10/27,Dec-17,10500,call,325,361,292,304,304,122,896,Friday
2017/10/27,Dec-17,10500,put,91,113,83,108,108,2050,4473,Friday
2017/10/27,Dec-17,10600,call,257,284,226,231,234,155,1990,Friday
2017/10/27,Dec-17,10600,put,121,146,107,136,136,1796,2492,Friday
2017/10/27,Dec-17,10700,call,192,217,163,172,172,269,2064,Friday
2017/10/27,Dec-17,10700,put,152,182,139,174,174,569,1533,Friday
2017/10/27,Dec-17,10800,call,138,157,115,122,122,796,7800,Friday
2017/10/27,Dec-17,10800,put,198,231,180,223,223,283,620,Friday
2017/10/27,Dec-17,10900,call,92,108,74,80,80,1205,6846,Friday
2017/10/27,Dec-17,10900,put,251,292,230,283,283,119,629,Friday
2017/10/27,Dec-17,1.10E+04,call,57,70,45.5,49,49,1412,11838,Friday
2017/10/27,Dec-17,1.10E+04,put,310,363,294,354,354,42,84,Friday
2017/10/27,Dec-17,11100,call,33.5,42,26,28.5,28.5,1078,8467,Friday
2017/10/27,Dec-17,11200,call,18.5,24.5,15,16,16,2229,14400,Friday
2017/10/27,Dec-17,11200,put,448,530,448,530,515,12,24,Friday
2017/10/27,Dec-17,11300,call,10.5,13,8,8.6,8.6,997,7292,Friday
2017/10/27,Dec-17,11400,call,5.7,7,4.7,5,5,614,4050,Friday
2017/10/27,Dec-17,11500,call,3.4,4.1,3,3.2,3.2,402,1189,Friday
2017/10/27,Dec-17,11600,call,2.3,2.7,2.2,2.3,2.3,205,5783,Friday
2017/10/27,Dec-17,11700,call,1.8,1.8,1.6,1.6,1.6,44,551,Friday
2017/10/27,Dec-17,11800,call,1.3,1.3,1.3,1.3,1.3,40,1989,Friday
2017/10/27,Dec-17,11900,call,1.1,1.1,1,1,1,43,402,Friday
2017/10/27,Dec-17,1.20E+04,call,1,1,0.9,1,1,36,11786,Friday
2017/10/27,Dec-17,12200,call,0.6,0.6,0.6,0.6,0.6,6,298,Friday
2017/10/27,Dec-17,12400,call,0.6,0.6,0.5,0.5,0.5,6,1041,Friday
2017/10/30,Dec-17,7600,put,0.7,0.8,0.7,0.7,0.7,100,7498,Monday
2017/10/30,Dec-17,7700,put,0.8,0.8,0.8,0.8,0.8,60,328,Monday
2017/10/30,Dec-17,7800,put,0.8,0.9,0.8,0.8,0.8,97,2078,Monday
2017/10/30,Dec-17,7900,put,1,1.1,1,1,1,86,554,Monday
2017/10/30,Dec-17,8200,put,1.5,1.5,1.5,1.5,1.5,64,2165,Monday
2017/10/30,Dec-17,8400,put,1.9,1.9,1.9,1.9,1.9,2,4703,Monday
2017/10/30,Dec-17,8600,put,2.5,2.5,2.4,2.5,2.5,23,8498,Monday
2017/10/30,Dec-17,8700,put,2.6,2.8,2.5,2.8,2.8,48,2198,Monday
2017/10/30,Dec-17,8800,put,2.9,3.1,2.8,2.8,2.8,297,24681,Monday
