最後結算日,契約月份,商品代號,商品名稱,最後結算價
2015/08/05,201508W1,TX/MTX,臺股期貨/小型臺指期貨,8547
2015/07/29,201507W5,TX/MTX,臺股期貨/小型臺指期貨,8563
2015/07/22,201507W4,TX/MTX,臺股期貨/小型臺指期貨,8906
2015/07/15,201507  ,TX/MTX,臺股期貨/小型臺指期貨,9029
2015/07/15,201507  ,TE,電子期貨,350.1
2015/07/15,201507  ,TF,金融期貨,1176.6
2015/07/15,201507  ,T5F,台灣50期貨,6725
2015/07/15,201507  ,XIF,非金電期貨,11027
2015/07/15,201507  ,GTF,櫃買期貨,130.7
2015/07/08,201507W2,TX/MTX,臺股期貨/小型臺指期貨,8994
2015/07/01,201507W1,TX/MTX,臺股期貨/小型臺指期貨,9388
2015/06/24,201506W4,TX/MTX,臺股期貨/小型臺指期貨,9380
2015/06/17,201506  ,TX/MTX,臺股期貨/小型臺指期貨,9181
2015/06/17,201506  ,TE,電子期貨,360.25
2015/06/17,201506  ,TF,金融期貨,1185
2015/06/17,201506  ,T5F,台灣50期貨,6840
2015/06/17,201506  ,XIF,非金電期貨,11047
2015/06/17,201506  ,GTF,櫃買期貨,135.25
2015/06/10,201506W2,TX/MTX,臺股期貨/小型臺指期貨,9307
2015/06/03,201506W1,TX/MTX,臺股期貨/小型臺指期貨,9561
2015/05/27,201505W4,TX/MTX,臺股期貨/小型臺指期貨,9696
2015/05/20,201505  ,TX/MTX,臺股期貨/小型臺指期貨,9668
2015/05/20,201505  ,TE,電子期貨,376.4
2015/05/20,201505  ,TF,金融期貨,1215.4
2015/05/20,201505  ,T5F,台灣50期貨,7107
2015/05/20,201505  ,XIF,非金電期貨,11922
2015/05/20,201505  ,GTF,櫃買期貨,139.35
2015/05/13,201505W2,TX/MTX,臺股期貨/小型臺指期貨,9736
2015/05/06,201505W1,TX/MTX,臺股期貨/小型臺指期貨,9818
2015/04/29,201504W5,TX/MTX,臺股期貨/小型臺指期貨,9868
2015/04/22,201504W4,TX/MTX,臺股期貨/小型臺指期貨,9620
2015/04/15,201504  ,TX/MTX,臺股期貨/小型臺指期貨,9520
2015/04/15,201504  ,TE,電子期貨,374
2015/04/15,201504  ,TF,金融期貨,1134.2
2015/04/15,201504  ,T5F,台灣50期貨,6858
2015/04/15,201504  ,XIF,非金電期貨,11842
2015/04/15,201504  ,GTF,櫃買期貨,145.15
2015/04/08,201504W2,TX/MTX,臺股期貨/小型臺指期貨,9584
2015/04/01,201504W1,TX/MTX,臺股期貨/小型臺指期貨,9525
2015/03/25,201503W4,TX/MTX,臺股期貨/小型臺指期貨,9669
2015/03/18,201503  ,TX/MTX,臺股期貨/小型臺指期貨,9633
2015/03/18,201503  ,TE,電子期貨,387.2
2015/03/18,201503  ,TF,金融期貨,1118.2
2015/03/18,201503  ,T5F,台灣50期貨,7008
2015/03/18,201503  ,XIF,非金電期貨,11672
2015/03/18,201503  ,GTF,櫃買期貨,145
2015/03/11,201503W2,TX/MTX,臺股期貨/小型臺指期貨,9553
2015/03/04,201503W1,TX/MTX,臺股期貨/小型臺指期貨,9619
2015/02/25,201502W4,TX/MTX,臺股期貨/小型臺指期貨,9684
2015/02/24,201502  ,TX/MTX,臺股期貨/小型臺指期貨,9623
2015/02/24,201502  ,TE,電子期貨,385.75
2015/02/24,201502  ,TF,金融期貨,1113.4
2015/02/24,201502  ,T5F,台灣50期貨,7041
2015/02/24,201502  ,XIF,非金電期貨,11727
2015/02/24,201502  ,GTF,櫃買期貨,139.2
2015/02/11,201502W2,TX/MTX,臺股期貨/小型臺指期貨,9462
2015/02/04,201502W1,TX/MTX,臺股期貨/小型臺指期貨,9517
2015/01/28,201501W4,TX/MTX,臺股期貨/小型臺指期貨,9499
2015/01/21,201501  ,TX/MTX,臺股期貨/小型臺指期貨,9309
2015/01/21,201501  ,TE,電子期貨,372.15
2015/01/21,201501  ,TF,金融期貨,1065.6
2015/01/21,201501  ,T5F,台灣50期貨,6743
2015/01/21,201501  ,XIF,非金電期貨,11445
2015/01/21,201501  ,GTF,櫃買期貨,138.2
2015/01/14,201501W2,TX/MTX,臺股期貨/小型臺指期貨,9193
2015/01/07,201501W1,TX/MTX,臺股期貨/小型臺指期貨,9096
